PARAMETER,YEAR,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
PRECTOTCORR_SUM,2016,26.25,90.25,17.4,0,95.45,253.65,373.89,441.91,584.82,167.7,276.33,128.14,0,0,2339.3
PRECTOTCORR_SUM,2016,26.25,90.75,15.82,0.53,87.54,365.98,374.41,361.23,553.18,126.04,208.83,113.91,0.53,0,2207.99
PRECTOTCORR_SUM,2016,26.25,91.25,15.82,2.64,68.55,448.24,363.87,329.59,508.89,92.29,147.66,94.92,2.64,0,2075.1
PRECTOTCORR_SUM,2016,26.25,91.75,15.82,2.64,62.23,437.7,357.54,321.15,487.79,90.18,139.22,88.59,4.75,0,2007.6
PRECTOTCORR_SUM,2016,26.25,92.25,17.4,5.8,49.57,341.72,297.42,257.34,393.93,107.05,151.35,77.52,14.77,1.58,1715.45
PRECTOTCORR_SUM,2016,26.25,92.75,22.68,10.02,44.3,242.58,255.23,204.61,319.04,136.58,180.88,70.14,29.53,3.69,1519.28
PRECTOTCORR_SUM,2016,26.75,90.25,5.27,0,84.38,241.52,319.04,413.44,527.87,162.42,232.03,105.47,0,0,2091.45
PRECTOTCORR_SUM,2016,26.75,90.75,5.8,1.05,80.16,351.21,334.34,332.75,475.14,112.32,169.28,92.81,0,0,1954.86
PRECTOTCORR_SUM,2016,26.75,91.25,7.91,5.27,63.28,448.24,332.23,282.13,403.42,76.46,108.11,73.83,0,0,1800.88
PRECTOTCORR_SUM,2016,26.75,91.75,7.91,5.27,61.17,420.82,321.68,271.58,378.11,74.36,103.89,69.61,0,0,1714.39
PRECTOTCORR_SUM,2016,26.75,92.25,17.4,5.27,52.73,333.28,274.75,219.9,332.23,97.56,132.89,66.97,3.16,0,1536.15
PRECTOTCORR_SUM,2016,26.75,92.75,27.95,7.38,50.62,258.4,245.21,203.03,336.45,140.8,188.79,71.19,11.6,1.05,1542.48
PRECTOTCORR_SUM,2016,27.25,90.25,5.27,0,65.39,177.19,222.54,299,419.24,133.95,171.39,70.14,0,0,1564.1
PRECTOTCORR_SUM,2016,27.25,90.75,5.27,1.05,64.34,255.76,235.72,254.71,374.94,91.76,130.78,64.86,0,0,1479.2
PRECTOTCORR_SUM,2016,27.25,91.25,5.27,5.27,47.46,297.95,218.85,197.75,292.68,68.55,94.92,50.1,0,0,1278.81
PRECTOTCORR_SUM,2016,27.25,91.75,5.27,3.16,51.68,304.28,225.18,197.75,299,64.34,90.7,47.99,0,0,1289.36
PRECTOTCORR_SUM,2016,27.25,92.25,16.35,4.22,46.41,250.49,203.03,183.52,295.84,87.01,116.54,52.21,0,0,1255.61
PRECTOTCORR_SUM,2016,27.25,92.75,25.84,8.44,48.52,222.01,203.03,211.99,354.9,136.58,187.21,66.97,3.16,0,1468.65
PRECTOTCORR_SUM,2016,27.75,90.25,5.27,0,38.5,85.96,113.91,169.8,282.66,96.5,114.43,33.22,0,0,940.25
PRECTOTCORR_SUM,2016,27.75,90.75,5.27,0.53,32.7,110.74,110.74,152.4,245.74,59.06,85.96,29.53,0,0,832.68
PRECTOTCORR_SUM,2016,27.75,91.25,5.27,2.64,15.82,89.65,79.1,108.11,174.02,42.19,60.64,21.09,0,0,598.54
PRECTOTCORR_SUM,2016,27.75,91.75,5.27,0.53,20.04,127.62,100.2,118.65,190.9,46.41,62.75,21.09,0,0,693.46
PRECTOTCORR_SUM,2016,27.75,92.25,11.6,3.16,19.51,119.71,99.14,133.95,225.18,63.28,79.1,29,0,0,783.63
PRECTOTCORR_SUM,2016,27.75,92.75,17.93,8.44,27.95,135.53,120.23,189.84,313.77,104.41,147.66,50.1,1.05,0,1116.91
PRECTOTCORR_SUM,2016,28.25,90.25,4.22,0,13.71,18.98,60.64,106.52,194.59,68.55,79.63,11.07,0,0,557.93
PRECTOTCORR_SUM,2016,28.25,90.75,2.64,0,8.96,21.62,47.99,103.36,167.7,41.66,62.23,7.38,0,0,463.54
PRECTOTCORR_SUM,2016,28.25,91.25,2.64,0,2.64,13.18,29,84.38,142.38,29,36.91,5.27,0,0,345.41
PRECTOTCORR_SUM,2016,28.25,91.75,2.64,0,4.75,23.73,37.44,88.59,150.82,41.66,47.46,5.27,0,0,402.36
PRECTOTCORR_SUM,2016,28.25,92.25,4.22,1.58,3.69,34.28,34.8,103.89,176.66,47.99,53.26,10.02,0,0,470.39
PRECTOTCORR_SUM,2016,28.25,92.75,7.38,4.75,12.13,60.64,49.57,153.46,243.11,68.03,102.83,26.89,0,0,728.79
ALLSKY_SFC_SW_DWN,2015,25.75,90.25,3.62,4.17,5.14,4.74,4.63,3.81,4.16,3.85,4.09,4.7,4.23,3.4,4.21
ALLSKY_SFC_SW_DWN,2015,25.75,90.75,3.62,4.17,5.14,4.74,4.63,3.81,4.16,3.85,4.09,4.7,4.23,3.4,4.21
ALLSKY_SFC_SW_DWN,2015,25.75,91.25,3.86,4.21,5,4.53,4.41,3.93,3.92,3.3,3.88,4.56,4.23,3.53,4.11
ALLSKY_SFC_SW_DWN,2015,25.75,91.75,3.86,4.21,5,4.53,4.41,3.93,3.92,3.3,3.88,4.56,4.23,3.53,4.11
ALLSKY_SFC_SW_DWN,2015,25.75,92.25,3.82,4.17,5.01,4.36,4.16,4.09,4.18,3.5,4.07,4.55,4.19,3.45,4.13
ALLSKY_SFC_SW_DWN,2015,25.75,92.75,3.82,4.17,5.01,4.36,4.16,4.09,4.18,3.5,4.07,4.55,4.19,3.45,4.13
ALLSKY_SFC_SW_DWN,2015,26.25,90.25,3.54,4.04,4.94,4.61,4.47,3.76,4.55,3.61,4.09,4.73,3.96,3.19,4.12
ALLSKY_SFC_SW_DWN,2015,26.25,90.75,3.54,4.04,4.94,4.61,4.47,3.76,4.55,3.61,4.09,4.73,3.96,3.19,4.12
ALLSKY_SFC_SW_DWN,2015,26.25,91.25,3.66,4.16,4.99,4.66,4.63,4.14,4.87,3.94,4.36,4.84,4.08,3.31,4.3
ALLSKY_SFC_SW_DWN,2015,26.25,91.75,3.66,4.16,4.99,4.66,4.63,4.14,4.87,3.94,4.36,4.84,4.08,3.31,4.3
ALLSKY_SFC_SW_DWN,2015,26.25,92.25,3.7,4.15,4.99,4.58,4.64,4.1,4.82,3.92,4.5,4.75,4.1,3.31,4.3
ALLSKY_SFC_SW_DWN,2015,26.25,92.75,3.7,4.15,4.99,4.58,4.64,4.1,4.82,3.92,4.5,4.75,4.1,3.31,4.3
ALLSKY_SFC_SW_DWN,2015,26.75,90.25,3.54,4.04,4.94,4.61,4.47,3.76,4.55,3.61,4.09,4.73,3.96,3.19,4.12
ALLSKY_SFC_SW_DWN,2015,26.75,90.75,3.54,4.04,4.94,4.61,4.47,3.76,4.55,3.61,4.09,4.73,3.96,3.19,4.12
ALLSKY_SFC_SW_DWN,2015,26.75,91.25,3.66,4.16,4.99,4.66,4.63,4.14,4.87,3.94,4.36,4.84,4.08,3.31,4.3
ALLSKY_SFC_SW_DWN,2015,26.75,91.75,3.66,4.16,4.99,4.66,4.63,4.14,4.87,3.94,4.36,4.84,4.08,3.31,4.3
ALLSKY_SFC_SW_DWN,2015,26.75,92.25,3.7,4.15,4.99,4.58,4.64,4.1,4.82,3.92,4.5,4.75,4.1,3.31,4.3
ALLSKY_SFC_SW_DWN,2015,26.75,92.75,3.7,4.15,4.99,4.58,4.64,4.1,4.82,3.92,4.5,4.75,4.1,3.31,4.3
ALLSKY_SFC_SW_DWN,2015,27.25,90.25,3.97,4.02,4.71,3.9,4.03,3.84,4.24,3.52,3.84,4.67,3.86,3.38,4
ALLSKY_SFC_SW_DWN,2015,27.25,90.75,3.97,4.02,4.71,3.9,4.03,3.84,4.24,3.52,3.84,4.67,3.86,3.38,4
ALLSKY_SFC_SW_DWN,2015,27.25,91.25,3.89,3.89,4.76,3.76,3.81,3.81,4.39,3.52,3.87,4.75,3.83,3.13,3.95
ALLSKY_SFC_SW_DWN,2015,27.25,91.75,3.89,3.89,4.76,3.76,3.81,3.81,4.39,3.52,3.87,4.75,3.83,3.13,3.95
ALLSKY_SFC_SW_DWN,2015,27.25,92.25,3.48,3.39,4.01,3.48,3.61,3.55,4.39,3.25,3.61,4.26,3.67,2.96,3.64
ALLSKY_SFC_SW_DWN,2015,27.25,92.75,3.48,3.39,4.01,3.48,3.61,3.55,4.39,3.25,3.61,4.26,3.67,2.96,3.64
ALLSKY_SFC_SW_DWN,2015,27.75,90.25,3.97,4.02,4.71,3.9,4.03,3.84,4.24,3.52,3.84,4.67,3.86,3.38,4
ALLSKY_SFC_SW_DWN,2015,27.75,90.75,3.97,4.02,4.71,3.9,4.03,3.84,4.24,3.52,3.84,4.67,3.86,3.38,4
ALLSKY_SFC_SW_DWN,2015,27.75,91.25,3.89,3.89,4.76,3.76,3.81,3.81,4.39,3.52,3.87,4.75,3.83,3.13,3.95
ALLSKY_SFC_SW_DWN,2015,27.75,91.75,3.89,3.89,4.76,3.76,3.81,3.81,4.39,3.52,3.87,4.75,3.83,3.13,3.95
ALLSKY_SFC_SW_DWN,2015,27.75,92.25,3.48,3.39,4.01,3.48,3.61,3.55,4.39,3.25,3.61,4.26,3.67,2.96,3.64
ALLSKY_SFC_SW_DWN,2015,27.75,92.75,3.48,3.39,4.01,3.48,3.61,3.55,4.39,3.25,3.61,4.26,3.67,2.96,3.64
ALLSKY_SFC_SW_DWN,2015,28.25,90.25,3.98,4.44,5.54,4.97,5.64,6,5.6,4.74,5.28,5.07,4.39,3.92,4.97
ALLSKY_SFC_SW_DWN,2015,28.25,90.75,3.98,4.44,5.54,4.97,5.64,6,5.6,4.74,5.28,5.07,4.39,3.92,4.97
ALLSKY_SFC_SW_DWN,2015,28.25,91.25,4.04,4.32,5.5,5.1,5.8,5.94,5.56,4.67,5.17,5.17,4.43,3.74,4.96
ALLSKY_SFC_SW_DWN,2015,28.25,91.75,4.04,4.32,5.5,5.1,5.8,5.94,5.56,4.67,5.17,5.17,4.43,3.74,4.96
ALLSKY_SFC_SW_DWN,2015,28.25,92.25,4.08,4.33,5.51,4.91,5.52,5.67,5.4,4.66,4.91,5.12,4.28,3.74,4.85
ALLSKY_SFC_SW_DWN,2015,28.25,92.75,4.08,4.33,5.51,4.91,5.52,5.67,5.4,4.66,4.91,5.12,4.28,3.74,4.85
ALLSKY_SFC_SW_DWN,2016,25.75,90.25,3.27,4.2,4.97,5.21,4.38,4.5,3.59,4.83,4.14,4.58,4.29,3.85,4.32
ALLSKY_SFC_SW_DWN,2016,25.75,90.75,3.27,4.2,4.97,5.21,4.38,4.5,3.59,4.83,4.14,4.58,4.29,3.85,4.32
ALLSKY_SFC_SW_DWN,2016,25.75,91.25,3.35,4.03,4.86,4.91,4.31,4.52,3.4,4.58,3.95,4.37,4.21,3.93,4.2
ALLSKY_SFC_SW_DWN,2016,25.75,91.75,3.35,4.03,4.86,4.91,4.31,4.52,3.4,4.58,3.95,4.37,4.21,3.93,4.2
ALLSKY_SFC_SW_DWN,2016,25.75,92.25,3.33,3.85,4.64,4.54,4.13,4.46,3.81,4.98,4.19,4.3,4.08,3.86,4.18
ALLSKY_SFC_SW_DWN,2016,25.75,92.75,3.33,3.85,4.64,4.54,4.13,4.46,3.81,4.98,4.19,4.3,4.08,3.86,4.18
ALLSKY_SFC_SW_DWN,2016,26.25,90.25,3.11,3.98,4.79,4.78,4.27,4.46,3.53,4.87,3.86,4.6,4.37,3.64,4.19
ALLSKY_SFC_SW_DWN,2016,26.25,90.75,3.11,3.98,4.79,4.78,4.27,4.46,3.53,4.87,3.86,4.6,4.37,3.64,4.19
ALLSKY_SFC_SW_DWN,2016,26.25,91.25,3.16,3.95,4.76,4.91,4.48,4.91,3.99,5.12,4.16,4.65,4.3,3.75,4.34
ALLSKY_SFC_SW_DWN,2016,26.25,91.75,3.16,3.95,4.76,4.91,4.48,4.91,3.99,5.12,4.16,4.65,4.3,3.75,4.34
ALLSKY_SFC_SW_DWN,2016,26.25,92.25,3.21,3.91,4.63,4.78,4.42,4.84,4.19,5.39,4.29,4.55,4.22,3.75,4.35
ALLSKY_SFC_SW_DWN,2016,26.25,92.75,3.21,3.91,4.63,4.78,4.42,4.84,4.19,5.39,4.29,4.55,4.22,3.75,4.35
ALLSKY_SFC_SW_DWN,2016,26.75,90.25,3.11,3.98,4.79,4.78,4.27,4.46,3.53,4.87,3.86,4.6,4.37,3.64,4.19
ALLSKY_SFC_SW_DWN,2016,26.75,90.75,3.11,3.98,4.79,4.78,4.27,4.46,3.53,4.87,3.86,4.6,4.37,3.64,4.19
ALLSKY_SFC_SW_DWN,2016,26.75,91.25,3.16,3.95,4.76,4.91,4.48,4.91,3.99,5.12,4.16,4.65,4.3,3.75,4.34
ALLSKY_SFC_SW_DWN,2016,26.75,91.75,3.16,3.95,4.76,4.91,4.48,4.91,3.99,5.12,4.16,4.65,4.3,3.75,4.34
ALLSKY_SFC_SW_DWN,2016,26.75,92.25,3.21,3.91,4.63,4.78,4.42,4.84,4.19,5.39,4.29,4.55,4.22,3.75,4.35
ALLSKY_SFC_SW_DWN,2016,26.75,92.75,3.21,3.91,4.63,4.78,4.42,4.84,4.19,5.39,4.29,4.55,4.22,3.75,4.35
ALLSKY_SFC_SW_DWN,2016,27.25,90.25,3.27,3.99,4.01,4.42,4,4.19,3.51,4.83,3.36,4.08,4.7,3.9,4.02
ALLSKY_SFC_SW_DWN,2016,27.25,90.75,3.27,3.99,4.01,4.42,4,4.19,3.51,4.83,3.36,4.08,4.7,3.9,4.02
ALLSKY_SFC_SW_DWN,2016,27.25,91.25,3.21,3.48,4.02,4.1,4.23,4.31,3.67,5.07,3.51,4.21,4.55,3.76,4.01
ALLSKY_SFC_SW_DWN,2016,27.25,91.75,3.21,3.48,4.02,4.1,4.23,4.31,3.67,5.07,3.51,4.21,4.55,3.76,4.01
ALLSKY_SFC_SW_DWN,2016,27.25,92.25,3,3.15,3.45,3.59,4.02,3.94,3.52,4.86,3.14,4.01,4.28,3.73,3.73
ALLSKY_SFC_SW_DWN,2016,27.25,92.75,3,3.15,3.45,3.59,4.02,3.94,3.52,4.86,3.14,4.01,4.28,3.73,3.73
ALLSKY_SFC_SW_DWN,2016,27.75,90.25,3.27,3.99,4.01,4.42,4,4.19,3.51,4.83,3.36,4.08,4.7,3.9,4.02
ALLSKY_SFC_SW_DWN,2016,27.75,90.75,3.27,3.99,4.01,4.42,4,4.19,3.51,4.83,3.36,4.08,4.7,3.9,4.02
ALLSKY_SFC_SW_DWN,2016,27.75,91.25,3.21,3.48,4.02,4.1,4.23,4.31,3.67,5.07,3.51,4.21,4.55,3.76,4.01
ALLSKY_SFC_SW_DWN,2016,27.75,91.75,3.21,3.48,4.02,4.1,4.23,4.31,3.67,5.07,3.51,4.21,4.55,3.76,4.01
ALLSKY_SFC_SW_DWN,2016,27.75,92.25,3,3.15,3.45,3.59,4.02,3.94,3.52,4.86,3.14,4.01,4.28,3.73,3.73
ALLSKY_SFC_SW_DWN,2016,27.75,92.75,3,3.15,3.45,3.59,4.02,3.94,3.52,4.86,3.14,4.01,4.28,3.73,3.73
ALLSKY_SFC_SW_DWN,2016,28.25,90.25,3.75,4.75,4.64,5.43,5.45,5.23,4.82,5.53,4.45,5.16,5.17,4.31,4.89
ALLSKY_SFC_SW_DWN,2016,28.25,90.75,3.75,4.75,4.64,5.43,5.45,5.23,4.82,5.53,4.45,5.16,5.17,4.31,4.89
ALLSKY_SFC_SW_DWN,2016,28.25,91.25,3.7,4.54,4.8,5.27,5.65,5.24,4.83,5.53,4.5,5.16,5.07,4.26,4.88
ALLSKY_SFC_SW_DWN,2016,28.25,91.75,3.7,4.54,4.8,5.27,5.65,5.24,4.83,5.53,4.5,5.16,5.07,4.26,4.88
ALLSKY_SFC_SW_DWN,2016,28.25,92.25,3.7,4.54,4.73,5.07,5.57,5.04,4.72,5.53,4.37,5.07,5.03,4.25,4.8
ALLSKY_SFC_SW_DWN,2016,28.25,92.75,3.7,4.54,4.73,5.07,5.57,5.04,4.72,5.53,4.37,5.07,5.03,4.25,4.8
